Kind,ReceivedTime,ParsedTime,EnqueuedTime,DequeuedTime,AskedTime,RepliedTime,RespondedTime
write,2082617398407,2082642910707,2082652093607,2082652187807,2082652682907,2082674194107,2082674271207
read,2082717916607,2082717924307,2082717934207,2082719007407,2082719050107,2082723636807,2082725976007
read,2083074945907,2083074949007,2083074958607,2083075029407,2083075043307,2083083556207,2083083566707
read,2083312256007,2083312257607,2083312265807,2083312317307,2083312339707,2083312753607,2083312765807
read,2083452567307,2083452569007,2083452576207,2083452673807,2083452686907,2083453027907,2083453037007
read,2083629823007,2083629824607,2083629827507,2083636601407,2083636630907,2083637898907,2083637905007
read,2083836355507,2083836357007,2083836358207,2083838221007,2083838227407,2083838664907,2083838678207
read,2083962908907,2083962910107,2083962911407,2083963739607,2083963746407,2083965340607,2083965347607
read,2084151564607,2084151566107,2084151567407,2084151727807,2084151736107,2084152235407,2084152245907
read,2084323324307,2084323326107,2084323329307,2084323545807,2084323552907,2084330766007,2084330779807
write,2084428822207,2084428825407,2084428834607,2084428843307,2084428850907,2084429673007,2084429684307
read,2084519035507,2084519036807,2084519038107,2084519803207,2084519810607,2084520410107,2084520416907
read,2084685312907,2084685314507,2084685318007,2084685640007,2084685646907,2084685945207,2084685956907
read,2084953668207,2084953670007,2084953671307,2084955855607,2084955861207,2084956902307,2084956911807
read,2085060523307,2085060524607,2085060525707,2085067527407,2085067533907,2085075110407,2085075135807
read,2085237361807,2085237363607,2085237370107,2085237379407,2085237386907,2085237655107,2085237662607
read,2085474788907,2085474790107,2085474791107,2085480556607,2085480564407,2085481217907,2085481225907
read,2085588028707,2085588030407,2085588031507,2085590396707,2085590407107,2085591482207,2085591489307
read,2085757840107,2085757841907,2085757852907,2085757917307,2085757939207,2085758555907,2085758565607
read,2085893704007,2085893705707,2085893711707,2085893733307,2085893739307,2085894804907,2085894817507
write,2085966801607,2085966803907,2085966805107,2085966823307,2085966829807,2085974791307,2085974796607
read,2086037311407,2086037312807,2086037398407,2086060884407,2086060892307,2086061354707,2086061378707
read,2086226090707,2086226092107,2086226098207,2086226106407,2086226114807,2086226524207,2086226532507
read,2086395983407,2086395984707,2086396017507,2086395997907,2086396004307,2086396498307,2086396503907
read,2086585210807,2086585212207,2086585224207,2086585216007,2086585221207,2086585926807,2086585932607
read,2086821154607,2086821155907,2086821162007,2086821174907,2086821181107,2086821802807,2086821808407
read,2086981094207,2086981095307,2086981101407,2086981114507,2086981124407,2086981394707,2086981400707
read,2087113748207,2087113749307,2087113774907,2087113759207,2087113766707,2087121183407,2087121195907
