nrClients,clientIndex,rep,threads,concurrency,avg,std,tps
1,0,1,1,1,535,325.52,1857
2,0,1,1,1,454,372.39,2185
2,1,1,1,1,591,425.84,1684
1,0,1,1,2,571,360.38,3488
2,0,1,1,2,479,358.19,4153
2,1,1,1,2,525,412.11,3791
1,0,1,1,4,642,339.33,6200
2,0,1,1,4,622,357.78,6412
2,1,1,1,4,707,413.61,5643
